Training for 100000 steps ...
   400/100000: episode: 1, duration: 32.817s, episode steps: 400, steps per second:  12, episode reward: 1889.812, mean reward:  4.725 [ 0.000, 25.352], mean action: 1.552 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 84800/100000: episode: 212, duration: 33.965s, episode steps: 400, steps per second:  12, episode reward: 2037.440, mean reward:  5.094 [ 0.000, 44.088], mean action: 1.502 [0.000, 3.000],  loss: 19.155780, mae: 539.822014, mean_q: 722.253636, mean_eps: 0.238604
 85200/100000: episode: 213, duration: 32.905s, episode steps: 400, steps per second:  12, episode reward: 15417.578, mean reward: 38.544 [ 0.000, 120.470], mean action: 1.000 [0.000, 3.000],  loss: 20.277817, mae: 541.356244, mean_q: 725.389667, mean_eps: 0.235005
 85341/100000: episode: 214, duration: 15.581s, episode steps: 141, steps per second:   9, episode reward: 38623.108, mean reward: 273.923 [ 0.000, 25968.051], mean action: 0.496 [0.000, 3.000],  loss: 15.309568, mae: 553.554609, mean_q: 743.317217, mean_eps: 0.232570
 85741/100000: episode: 215, duration: 33.138s, episode steps: 400, steps per second:  12, episode reward: 8305.591, mean reward: 20.764 [ 0.000, 101.836], mean action: 1.635 [0.000, 3.000],  loss: 15.834302, mae: 544.471881, mean_q: 729.543937, mean_eps: 0.230135
 86141/100000: episode: 216, duration: 32.872s, episode steps: 400, steps per second:  12, episode reward: 11540.462, mean reward: 28.851 [ 0.000, 95.351], mean action: 1.170 [0.000, 3.000],  loss: 17.197180, mae: 548.214439, mean_q: 733.566843, mean_eps: 0.226536
 86541/100000: episode: 217, duration: 33.015s, episode steps: 400, steps per second:  12, episode reward: 14833.014, mean reward: 37.083 [ 0.000, 134.281], mean action: 1.110 [0.000, 3.000],  loss: 21.099517, mae: 553.287735, mean_q: 739.716926, mean_eps: 0.222935
 86941/100000: episode: 218, duration: 33.141s, episode steps: 400, steps per second:  12, episode reward: 10401.292, mean reward: 26.003 [ 0.000, 101.707], mean action: 1.445 [0.000, 3.000],  loss: 19.662996, mae: 552.604607, mean_q: 738.360255, mean_eps: 0.219336
 87341/100000: episode: 219, duration: 32.909s, episode steps: 400, steps per second:  12, episode reward: 13121.649, mean reward: 32.804 [ 0.000, 105.358], mean action: 1.472 [0.000, 3.000],  loss: 21.499106, mae: 556.442755, mean_q: 742.529363, mean_eps: 0.215735
 87741/100000: episode: 220, duration: 33.104s, episode steps: 400, steps per second:  12, episode reward: 7033.711, mean reward: 17.584 [ 0.000, 74.182], mean action: 1.585 [0.000, 3.000],  loss: 18.397978, mae: 556.471738, mean_q: 745.168816, mean_eps: 0.212135
 87856/100000: episode: 221, duration: 13.425s, episode steps: 115, steps per second:   9, episode reward: 41125.510, mean reward: 357.613 [ 0.000, 28677.920], mean action: 0.252 [0.000, 3.000],  loss: 17.394880, mae: 552.759814, mean_q: 742.549990, mean_eps: 0.209818
 88256/100000: episode: 222, duration: 33.246s, episode steps: 400, steps per second:  12, episode reward: 13494.687, mean reward: 33.737 [ 0.000, 93.705], mean action: 1.360 [0.000, 3.000],  loss: 17.078309, mae: 556.845195, mean_q: 744.523955, mean_eps: 0.207500
 88656/100000: episode: 223, duration: 32.874s, episode steps: 400, steps per second:  12, episode reward: 4293.019, mean reward: 10.733 [ 0.000, 71.137], mean action: 1.288 [0.000, 3.000],  loss: 21.275196, mae: 561.345324, mean_q: 748.716915, mean_eps: 0.203900
 89042/100000: episode: 224, duration: 35.189s, episode steps: 386, steps per second:  11, episode reward: 16288.806, mean reward: 42.199 [ 0.000, 1524.160], mean action: 0.899 [0.000, 3.000],  loss: 17.229564, mae: 565.169545, mean_q: 757.957915, mean_eps: 0.200363
 89442/100000: episode: 225, duration: 32.826s, episode steps: 400, steps per second:  12, episode reward: 13355.533, mean reward: 33.389 [ 0.000, 107.529], mean action: 1.150 [0.000, 3.000],  loss: 18.838680, mae: 581.067486, mean_q: 778.550970, mean_eps: 0.196826
 89842/100000: episode: 226, duration: 33.043s, episode steps: 400, steps per second:  12, episode reward: 12176.182, mean reward: 30.440 [ 0.000, 101.745], mean action: 1.080 [0.000, 3.000],  loss: 19.280741, mae: 574.283883, mean_q: 767.407235, mean_eps: 0.193226
 90242/100000: episode: 227, duration: 32.888s, episode steps: 400, steps per second:  12, episode reward: 11838.629, mean reward: 29.597 [ 0.000, 101.831], mean action: 0.855 [0.000, 3.000],  loss: 18.502554, mae: 583.067088, mean_q: 781.278782, mean_eps: 0.189627
 90642/100000: episode: 228, duration: 33.145s, episode steps: 400, steps per second:  12, episode reward: 9766.139, mean reward: 24.415 [ 0.000, 108.011], mean action: 1.015 [0.000, 3.000],  loss: 18.557975, mae: 589.254713, mean_q: 787.767662, mean_eps: 0.186026
 91042/100000: episode: 229, duration: 33.205s, episode steps: 400, steps per second:  12, episode reward: 13247.513, mean reward: 33.119 [ 0.000, 104.319], mean action: 1.205 [0.000, 3.000],  loss: 17.867481, mae: 584.371418, mean_q: 780.920161, mean_eps: 0.182426
 91442/100000: episode: 230, duration: 33.724s, episode steps: 400, steps per second:  12, episode reward: 8019.331, mean reward: 20.048 [ 0.000, 73.767], mean action: 1.407 [0.000, 3.000],  loss: 25.184496, mae: 594.051714, mean_q: 793.131104, mean_eps: 0.178826
 91842/100000: episode: 231, duration: 33.170s, episode steps: 400, steps per second:  12, episode reward: 15296.036, mean reward: 38.240 [ 0.000, 124.853], mean action: 1.028 [0.000, 3.000],  loss: 20.516115, mae: 590.584820, mean_q: 789.026531, mean_eps: 0.175226
 92242/100000: episode: 232, duration: 32.971s, episode steps: 400, steps per second:  12, episode reward: 6900.484, mean reward: 17.251 [ 0.000, 83.635], mean action: 1.580 [0.000, 3.000],  loss: 19.403259, mae: 597.962579, mean_q: 799.835573, mean_eps: 0.171626
 92376/100000: episode: 233, duration: 15.073s, episode steps: 134, steps per second:   9, episode reward: 39104.100, mean reward: 291.822 [ 0.000, 26726.991], mean action: 0.366 [0.000, 3.000],  loss: 19.686945, mae: 594.236667, mean_q: 795.561967, mean_eps: 0.169223
 92776/100000: episode: 234, duration: 33.251s, episode steps: 400, steps per second:  12, episode reward: 10590.868, mean reward: 26.477 [ 0.000, 113.800], mean action: 1.163 [0.000, 3.000],  loss: 18.581493, mae: 594.513027, mean_q: 795.565395, mean_eps: 0.166820
 93176/100000: episode: 235, duration: 32.955s, episode steps: 400, steps per second:  12, episode reward: 11672.207, mean reward: 29.181 [ 0.000, 70.877], mean action: 1.235 [0.000, 3.000],  loss: 16.876278, mae: 594.201116, mean_q: 795.720510, mean_eps: 0.163220
 93576/100000: episode: 236, duration: 33.129s, episode steps: 400, steps per second:  12, episode reward: 11039.657, mean reward: 27.599 [ 0.000, 136.852], mean action: 1.200 [0.000, 3.000],  loss: 26.559802, mae: 591.448954, mean_q: 787.240763, mean_eps: 0.159620
 93891/100000: episode: 237, duration: 29.446s, episode steps: 315, steps per second:  11, episode reward: 23801.421, mean reward: 75.560 [ 0.000, 8651.619], mean action: 0.848 [0.000, 3.000],  loss: 22.115341, mae: 598.512098, mean_q: 800.060516, mean_eps: 0.156403
 94209/100000: episode: 238, duration: 29.810s, episode steps: 318, steps per second:  11, episode reward: 25517.686, mean reward: 80.244 [ 0.000, 8320.150], mean action: 0.799 [0.000, 3.000],  loss: 22.703635, mae: 603.319601, mean_q: 807.047970, mean_eps: 0.153554
 94593/100000: episode: 239, duration: 34.677s, episode steps: 384, steps per second:  11, episode reward: 16963.829, mean reward: 44.177 [ 0.000, 1673.604], mean action: 0.768 [0.000, 3.000],  loss: 20.738564, mae: 606.148615, mean_q: 810.700743, mean_eps: 0.150395
 94993/100000: episode: 240, duration: 33.243s, episode steps: 400, steps per second:  12, episode reward: 13213.332, mean reward: 33.033 [ 0.000, 119.200], mean action: 1.315 [0.000, 3.000],  loss: 20.474567, mae: 608.773714, mean_q: 815.321607, mean_eps: 0.146867
 95393/100000: episode: 241, duration: 33.178s, episode steps: 400, steps per second:  12, episode reward: 13285.775, mean reward: 33.214 [ 0.000, 106.553], mean action: 1.052 [0.000, 3.000],  loss: 24.812188, mae: 609.773392, mean_q: 817.125144, mean_eps: 0.143267
 95793/100000: episode: 242, duration: 33.115s, episode steps: 400, steps per second:  12, episode reward: 18260.058, mean reward: 45.650 [ 0.000, 117.592], mean action: 0.985 [0.000, 3.000],  loss: 24.973222, mae: 612.193056, mean_q: 818.491576, mean_eps: 0.139667
 96193/100000: episode: 243, duration: 33.036s, episode steps: 400, steps per second:  12, episode reward: 18717.031, mean reward: 46.793 [ 0.000, 162.403], mean action: 1.030 [0.000, 3.000],  loss: 20.638331, mae: 609.780204, mean_q: 815.716084, mean_eps: 0.136067
 96593/100000: episode: 244, duration: 33.027s, episode steps: 400, steps per second:  12, episode reward: 9276.536, mean reward: 23.191 [ 0.000, 114.076], mean action: 1.397 [0.000, 3.000],  loss: 20.743271, mae: 609.764793, mean_q: 816.130181, mean_eps: 0.132467
 96716/100000: episode: 245, duration: 14.216s, episode steps: 123, steps per second:   9, episode reward: 40288.432, mean reward: 327.548 [ 0.000, 27826.577], mean action: 0.512 [0.000, 3.000],  loss: 22.589822, mae: 614.707829, mean_q: 823.506319, mean_eps: 0.130114
 97116/100000: episode: 246, duration: 33.305s, episode steps: 400, steps per second:  12, episode reward: 7556.494, mean reward: 18.891 [ 0.000, 90.733], mean action: 1.778 [0.000, 3.000],  loss: 21.724172, mae: 619.650868, mean_q: 828.583979, mean_eps: 0.127760
 97516/100000: episode: 247, duration: 33.048s, episode steps: 400, steps per second:  12, episode reward: 15461.047, mean reward: 38.653 [ 0.000, 124.753], mean action: 0.858 [0.000, 3.000],  loss: 30.226492, mae: 618.570806, mean_q: 823.974636, mean_eps: 0.124160
 97916/100000: episode: 248, duration: 33.546s, episode steps: 400, steps per second:  12, episode reward: 3756.746, mean reward:  9.392 [ 0.000, 63.053], mean action: 1.758 [0.000, 3.000],  loss: 25.493147, mae: 629.750251, mean_q: 841.109553, mean_eps: 0.120560
 98316/100000: episode: 249, duration: 33.047s, episode steps: 400, steps per second:  12, episode reward: 8735.923, mean reward: 21.840 [ 0.000, 110.382], mean action: 1.222 [0.000, 3.000],  loss: 25.335086, mae: 623.489966, mean_q: 833.000390, mean_eps: 0.116960
 98716/100000: episode: 250, duration: 33.702s, episode steps: 400, steps per second:  12, episode reward: 3285.855, mean reward:  8.215 [ 0.000, 72.680], mean action: 1.808 [0.000, 3.000],  loss: 21.891638, mae: 631.054262, mean_q: 845.410419, mean_eps: 0.113360
 99116/100000: episode: 251, duration: 33.468s, episode steps: 400, steps per second:  12, episode reward: 13726.124, mean reward: 34.315 [ 0.000, 85.309], mean action: 0.830 [0.000, 3.000],  loss: 24.171444, mae: 634.037473, mean_q: 848.943790, mean_eps: 0.109760
 99499/100000: episode: 252, duration: 34.952s, episode steps: 383, steps per second:  11, episode reward: 15600.923, mean reward: 40.733 [ 0.000, 1874.935], mean action: 1.710 [0.000, 3.000],  loss: 25.836209, mae: 636.920350, mean_q: 853.371988, mean_eps: 0.106237
 99726/100000: episode: 253, duration: 22.392s, episode steps: 227, steps per second:  10, episode reward: 31110.120, mean reward: 137.049 [ 0.000, 17411.821], mean action: 0.617 [0.000, 3.000],  loss: 23.812060, mae: 640.522386, mean_q: 857.257292, mean_eps: 0.103492
done, took 8335.877 seconds
